Id,SalePrice
1790,84515.43
1791,195436.9
1792,151939.0
1793,127635.79
1794,157725.84
1795,132192.33
1796,129162.12
1797,110040.164
1798,121986.086
1799,110091.06
1800,123000.88
1801,130419.69
1802,129423.9
1803,149057.22
1804,141402.73
1805,134456.52
1806,125592.05
1807,131534.88
1808,113903.664
1809,122977.195
1810,143996.66
1811,87676.375
1812,91881.95
1813,127395.49
1814,94302.75
1815,72457.734
1816,91441.11
1817,110151.35
1818,149730.4
1819,141583.95
1820,49411.41
1821,114978.35
1822,154875.3
1823,35432.23
1824,112159.26
1825,144792.88
1826,108988.34
1827,96428.29
1828,135726.94
1829,117902.73
1830,144007.78
1831,139978.11
1832,94869.5
1833,142064.8
1834,125364.44
1835,114605.375
1836,121120.04
1837,87305.74
1838,127090.66
1839,117413.39
1840,150848.2
1841,131017.95
1842,90922.33
1843,125662.016
1844,143995.98
1845,139157.39
1846,151292.66
1847,170106.5
1848,82918.47
1849,105859.4
1850,119879.97
1851,137497.08
1852,124925.125
1853,126498.63
1854,157282.28
1855,146167.64
1856,228659.8
1857,138203.58
1858,138549.98
1859,117165.41
1860,146769.53
1861,116637.19
1862,348852.5
1863,333635.03
1864,333648.12
1865,341531.34
1866,334620.62
1867,222837.38
1868,276744.12
1869,204895.27
1870,223706.34
1871,252498.69
1872,176179.55
1873,243746.7
1874,153427.11
1875,192025.3
1876,203375.2
1877,203896.23
1878,204132.47
1879,130396.94
1880,132354.17
1881,245565.2
1882,236252.14
1883,184943.33
1884,201174.02
1885,226770.67
1886,275624.97
1887,212091.34
1888,264358.56
1889,174556.78
1890,117758.09
1891,132533.66
1892,101330.15
1893,126443.875
1894,118233.42
1895,130061.23
1896,125903.48
1897,117927.34
1898,119414.42
1899,153949.62
1900,152389.42
1901,175797.73
1902,154013.22
1903,236674.73
1904,153019.88
1905,195198.11
1906,142672.78
1907,198684.11
1908,112301.83
1909,135252.48
1910,120052.04
1911,221071.39
1912,327210.66
1913,141713.64
1914,55993.242
1915,299355.56
1916,76438.71
1917,231386.3
1918,143989.78
1919,166603.77
1920,160482.31
1921,375113.1
1922,318164.97
1923,231067.42
1924,232563.2
1925,194800.14
1926,370270.5
1927,130643.39
1928,160760.5
1929,117917.22
1930,129240.234
1931,143322.73
1932,137737.64
1933,188878.62
1934,181844.05
1935,170080.7
1936,192957.3
1937,182497.97
1938,174084.33
1939,249080.02
1940,192577.11
1941,172180.27
1942,180420.16
1943,217575.73
1944,389406.56
1945,404590.3
1946,157450.22
1947,217322.12
1948,161971.77
1949,243088.83
1950,184228.81
1951,238642.05
1952,198429.4
1953,168426.23
1954,179061.69
1955,133350.39
1956,340899.72
1957,150394.73
1958,295407.88
1959,146986.94
1960,116218.36
1961,125241.234
1962,99961.06
1963,107987.14
1964,107467.09
1965,144058.75
1966,136546.83
1967,286367.2
1968,425370.66
1969,382749.47
1970,428185.94
1971,442518.06
1972,384923.06
1973,272754.62
1974,342064.94
1975,462594.06
1976,274761.5
1977,355851.75
1978,355146.22
1979,325544.84
1980,200564.44
1981,343406.7
1982,219683.86
1983,207517.4
1984,170907.83
1985,230686.52
1986,206091.45
1987,192942.2
1988,179321.78
1989,190528.22
1990,207373.58
1991,225940.25
1992,213378.0
1993,172420.33
1994,225526.25
1995,178991.53
1996,256338.52
1997,315412.44
1998,294666.47
1999,286911.16
2000,318521.1
2001,280841.47
2002,235639.19
2003,250698.88
2004,282686.16
2005,220694.34
2006,221880.38
2007,248954.62
2008,214520.23
2009,201401.1
2010,192454.66
2011,144551.83
2012,173418.36
2013,179772.11
2014,188433.34
2015,202903.1
2016,196912.84
2017,192866.95
2018,124353.98
2019,136167.36
2020,103858.234
2021,102875.52
2022,176835.72
2023,141647.84
2024,288816.94
2025,370624.12
2026,183839.0
2027,168981.45
2028,152014.94
2029,168495.64
2030,272769.2
2031,235483.5
2032,255827.84
2033,260946.23
2034,174490.89
2035,225643.75
2036,201574.42
2037,213707.73
2038,285767.78
2039,219179.95
2040,275043.6
2041,276787.12
2042,211900.31
2043,176595.89
2044,172092.95
2045,200576.67
2046,153709.47
2047,143279.55
2048,148748.92
2049,142635.5
2050,157320.39
2051,102868.945
2052,125765.24
2053,152360.36
2054,102542.4
2055,147394.56
2056,144315.33
2057,113046.91
2058,212162.36
2059,130839.65
2060,174904.06
2061,171177.62
2062,126315.516
2063,123846.016
2064,135522.84
2065,108428.71
2066,159820.36
2067,105474.66
2068,150868.2
2069,84536.39
2070,113156.82
2071,100692.14
2072,143671.16
2073,129943.08
2074,183128.58
2075,148620.05
2076,117262.2
2077,159346.9
2078,124489.125
2079,129452.65
2080,119381.18
2081,128413.77
2082,112021.46
2083,146442.64
2084,115906.445
2085,119589.02
2086,104277.766
2087,124762.484
2088,99556.54
2089,81051.984
2090,130976.09
2091,108758.56
2092,129593.59
2093,110178.13
2094,100393.94
2095,146481.75
2096,80194.914
2097,98963.29
2098,152664.2
2099,77445.51
2100,82905.26
2101,107072.62
2102,122520.65
2103,105893.44
2104,146798.8
2105,130679.15
2106,89178.266
2107,182811.16
2108,116823.98
2109,111394.734
2110,112438.77
2111,127988.305
2112,140356.94
2113,123208.22
2114,124294.1
2115,156310.62
2116,108398.52
2117,146319.67
2118,120245.805
2119,109361.59
2120,119007.305
2121,107535.67
2122,117801.91
2123,85070.805
2124,154043.05
2125,130486.375
2126,150510.36
2127,162535.31
2128,122426.98
2129,93086.11
2130,131604.39
2131,139581.78
2132,107441.17
2133,111485.81
2134,124071.695
2135,94642.49
2136,69586.164
2137,103202.25
2138,124684.1
2139,146211.98
2140,136206.84
2141,160191.8
2142,125889.43
2143,151459.55
2144,126423.49
2145,138924.02
2146,166651.28
2147,142207.66
2148,143284.88
2149,146171.4
2150,233247.8
2151,117557.25
2152,152730.45
2153,173843.42
2154,100360.73
2155,136186.19
2156,274252.3
2157,229042.84
2158,237930.77
2159,211053.45
2160,180566.28
2161,232301.67
2162,419044.38
2163,345982.9
2164,252307.31
2165,213758.69
2166,161772.92
2167,214813.38
2168,194226.58
2169,191022.36
2170,210879.81
2171,157724.03
2172,131416.39
2173,184563.98
2174,220475.98
2175,292967.28
2176,307855.7
2177,240953.84
2178,208182.02
2179,140608.14
2180,206443.19
2181,190116.92
2182,223375.47
2183,188422.75
2184,116582.58
2185,124333.46
2186,143821.95
2187,153798.05
2188,152075.27
2189,297477.84
2190,76081.55
2191,77877.45
2192,91019.75
2193,118478.02
2194,101917.45
2195,101599.54
2196,100636.37
2197,114983.625
2198,143479.73
2199,194788.44
2200,150640.33
2201,147343.4
2202,219162.4
2203,134292.88
2204,180502.6
2205,125597.68
2206,136550.47
2207,211233.45
2208,253033.81
2209,255858.1
2210,122572.55
2211,109068.086
2212,119382.664
2213,106284.47
2214,131793.55
2215,100924.02
2216,149388.94
2217,74293.97
2218,66392.43
2219,67926.18
2220,65122.69
2221,301293.72
2222,275411.6
2223,280795.12
2224,211237.52
2225,126496.95
2226,188177.97
2227,191094.69
2228,262836.4
2229,246239.44
2230,153417.89
2231,206776.56
2232,181425.38
2233,178768.56
2234,233657.22
2235,218805.72
2236,249576.97
2237,303914.94
2238,200827.81
2239,117415.85
2240,156985.86
2241,155124.95
2242,120357.78
2243,122054.984
2244,107716.836
2245,106439.26
2246,137697.45
2247,114519.28
2248,128473.79
2249,126076.016
2250,132303.19
2251,132471.86
2252,178907.73
2253,157870.16
2254,184349.73
2255,183316.42
2256,171592.28
2257,219103.67
2258,157159.78
2259,181905.97
2260,159672.61
2261,200062.03
2262,211501.77
2263,392321.9
2264,529733.9
2265,164915.16
2266,312430.62
2267,364127.28
2268,391212.25
2269,152225.86
2270,193624.78
2271,202380.16
2272,191099.42
2273,161116.42
2274,183944.4
2275,157395.86
2276,190617.27
2277,181496.16
2278,148565.75
2279,134757.69
2280,114060.96
2281,170099.84
2282,186171.27
2283,107603.9
2284,115453.91
2285,136471.31
2286,124419.805
2287,376931.22
2288,271529.88
2289,366171.1
2290,477553.84
2291,342883.1
2292,393560.4
2293,493484.72
2294,431457.4
2295,446580.38
2296,275354.1
2297,359264.06
2298,350858.72
2299,371539.28
2300,333863.25
2301,317816.22
2302,252431.75
2303,248384.28
2304,250472.08
2305,199247.27
2306,193478.4
2307,204921.62
2308,224782.02
2309,285173.47
2310,213802.31
2311,211380.98
2312,179145.9
2313,175417.06
2314,167544.8
2315,185953.72
2316,205662.45
2317,190190.36
2318,181473.14
2319,183192.67
2320,185760.67
2321,243433.8
2322,187429.14
2323,190114.19
2324,190955.5
2325,208350.27
2326,178418.72
2327,201607.28
2328,218216.6
2329,195471.58
2330,186822.92
2331,339143.12
2332,416776.62
2333,322532.75
2334,250333.33
2335,278871.0
2336,303284.03
2337,193719.16
2338,258133.5
2339,218540.67
2340,336208.8
2341,220631.2
2342,232018.27
2343,229250.66
2344,220705.92
2345,229802.9
2346,216413.14
2347,199090.75
2348,243495.55
2349,196998.47
2350,323945.84
2351,257677.5
2352,249673.14
2353,261442.94
2354,142261.22
2355,143494.38
2356,159709.75
2357,187565.39
2358,199022.23
2359,131352.5
2360,120085.71
2361,146967.58
2362,246600.64
2363,146477.84
2364,161680.84
2365,223841.62
2366,199619.88
2367,223453.88
2368,218862.47
2369,215789.7
2370,171821.38
2371,168521.34
2372,193691.81
2373,289534.78
2374,337966.3
2375,238523.05
2376,284530.2
2377,328031.16
2378,151771.58
2379,209073.6
2380,148616.62
2381,170207.1
2382,203526.94
2383,196948.14
2384,246147.88
2385,164771.64
2386,130277.484
2387,130944.26
2388,102284.54
2389,118863.03
2390,147634.86
2391,147244.23
2392,114588.43
2393,166774.17
2394,144381.95
2395,214494.66
2396,137714.92
2397,209994.6
2398,133687.06
2399,66203.88
2400,79051.66
2401,130301.72
2402,136756.64
2403,150498.31
2404,152452.95
2405,155182.23
2406,141913.12
2407,129974.805
2408,149584.67
2409,119623.58
2410,168823.11
2411,117850.89
2412,149865.39
2413,127288.984
2414,154804.42
2415,134963.61
2416,123313.66
2417,133959.8
2418,134275.45
2419,127712.37
2420,124304.41
2421,142838.88
2422,106560.52
2423,112548.64
2424,153620.23
2425,222222.34
2426,133065.45
2427,125184.75
2428,175189.02
2429,114281.12
2430,132847.23
2431,110295.766
2432,152058.88
2433,147186.25
2434,144189.73
2435,150863.17
2436,111666.92
2437,105572.164
2438,123933.32
2439,95503.48
2440,123669.68
2441,86502.83
2442,96073.51
2443,115875.61
2444,129314.95
2445,89878.47
2446,132629.25
2447,166189.75
2448,127451.26
2449,119918.04
2450,142715.64
2451,125400.43
2452,189465.86
2453,95941.664
2454,117038.42
2455,113640.23
2456,131728.08
2457,136938.17
2458,131368.4
2459,111838.62
2460,142640.27
2461,128834.766
2462,133372.9
2463,130688.75
2464,176272.31
2465,136672.28
2466,119836.76
2467,134332.97
2468,89182.945
2469,80435.12
2470,195647.81
2471,200154.4
2472,150225.58
2473,123462.39
2474,89441.03
2475,203138.92
2476,119871.4
2477,122309.81
2478,151862.06
2479,98432.43
2480,153760.34
2481,117741.94
2482,131856.78
2483,108985.22
2484,123554.87
2485,128582.27
2486,144143.39
2487,167241.64
2488,166456.55
2489,150945.48
2490,146724.19
2491,94697.125
2492,203188.72
2493,148332.73
2494,138711.55
2495,82031.49
2496,246644.14
2497,148932.19
2498,115845.664
2499,80421.766
2500,126578.88
2501,133861.84
2502,138320.78
2503,92390.88
2504,194812.39
2505,224097.95
2506,245823.19
2507,279461.53
2508,245063.62
2509,216653.72
2510,217811.78
2511,174743.0
2512,208538.9
2513,219372.77
2514,262275.8
2515,153490.19
2516,179883.1
2517,151969.86
2518,156971.78
2519,240981.19
2520,223244.08
2521,185321.34
2522,222568.06
2523,117272.04
2524,138266.17
2525,148918.27
2526,142352.3
2527,119420.58
2528,132779.34
2529,150861.02
2530,132995.3
2531,253090.52
2532,225273.47
2533,196331.72
2534,224195.0
2535,284610.56
2536,235226.53
2537,237701.94
2538,183663.95
2539,189097.25
2540,183785.72
2541,180005.45
2542,168088.78
2543,121631.664
2544,118397.48
2545,124967.9
2546,125887.87
2547,134082.23
2548,158331.38
2549,157699.06
2550,1031792.8
2551,139432.64
2552,134778.38
2553,70801.87
2554,85313.24
2555,117213.016
2556,102187.14
2557,109774.65
2558,153260.53
2559,127309.74
2560,164481.03
2561,155318.61
2562,135048.69
2563,152800.11
2564,213472.06
2565,148802.7
2566,162737.1
2567,149763.25
2568,199067.23
2569,233324.77
2570,116601.37
2571,194410.22
2572,142741.66
2573,210146.44
2574,289530.66
2575,135506.31
2576,120319.22
2577,154296.38
2578,82179.24
2579,76503.26
2580,77380.625
2581,97867.73
2582,91544.69
2583,264596.66
2584,170707.62
2585,196589.9
2586,216132.83
2587,197375.33
2588,140453.75
2589,151491.19
2590,205035.42
2591,213183.16
2592,206700.28
2593,226770.27
2594,176009.77
2595,201584.42
2596,278009.84
2597,189966.84
2598,289473.22
2599,306717.75
2600,151322.23
2601,140993.38
2602,85630.33
2603,96799.33
2604,91826.055
2605,80113.055
2606,146657.05
2607,227312.84
2608,185412.02
2609,181307.77
2610,109788.79
2611,105231.72
2612,166117.17
2613,130534.68
2614,125642.24
2615,152186.97
2616,146610.61
2617,184927.64
2618,204182.86
2619,192330.98
2620,193780.88
2621,172863.06
2622,178674.12
2623,239236.31
2624,312863.56
2625,285925.38
2626,175956.23
2627,164648.95
2628,531224.25
2629,499331.78
2630,405360.4
2631,445780.38
2632,444454.7
2633,309221.25
2634,448220.47
2635,155835.67
2636,176747.02
2637,177395.3
2638,263088.2
2639,187516.9
2640,149254.52
2641,110636.586
2642,190141.22
2643,107739.55
2644,124097.72
2645,110872.64
2646,97717.3
2647,106836.49
2648,141738.36
2649,151115.16
2650,133894.27
2651,139631.98
2652,414998.97
2653,250075.38
2654,256907.5
2655,417695.0
2656,335395.72
2657,356398.56
2658,313727.94
2659,312203.1
2660,373653.12
2661,353139.06
2662,376137.25
2663,290857.4
2664,282346.38
2665,335719.53
2666,281717.28
2667,179595.62
2668,180406.38
2669,182128.52
2670,275043.34
2671,186588.77
2672,198404.62
2673,198960.36
2674,192337.22
2675,182205.3
2676,191069.55
2677,199825.0
2678,254315.28
2679,271941.12
2680,286042.34
2681,420544.06
2682,321476.38
2683,620118.94
2684,315034.84
2685,330494.88
2686,239471.69
2687,307669.28
2688,211810.19
2689,210117.17
2690,453272.22
2691,198089.84
2692,144265.8
2693,198136.12
2694,140722.97
2695,192843.4
2696,183694.42
2697,187810.98
2698,207586.47
2699,172803.4
2700,155343.05
2701,156891.73
2702,123436.38
2703,128702.13
2704,140576.89
2705,117643.38
2706,116635.06
2707,128758.47
2708,130708.445
2709,98272.51
2710,125830.26
2711,281554.0
2712,404053.16
2713,175572.55
2714,154082.56
2715,173015.45
2716,152641.2
2717,197740.47
2718,220265.81
2719,167615.6
2720,171861.19
2721,133811.92
2722,160203.25
2723,140129.7
2724,128715.016
2725,128161.62
2726,147295.64
2727,179009.95
2728,181569.73
2729,148401.08
2730,146161.64
2731,120914.5
2732,129953.5
2733,163851.5
2734,149140.4
2735,135061.45
2736,143538.44
2737,123782.72
2738,137757.89
2739,151288.05
2740,136217.11
2741,141735.14
2742,159613.69
2743,153981.34
2744,162346.61
2745,139548.5
2746,142550.64
2747,143498.89
2748,125366.836
2749,133178.06
2750,122240.66
2751,136403.0
2752,181630.52
2753,151843.97
2754,230115.22
2755,141620.69
2756,94755.57
2757,64063.24
2758,102993.61
2759,161918.47
2760,124822.83
2761,136991.86
2762,139374.95
2763,192622.12
2764,147644.28
2765,282484.6
2766,131604.9
2767,89690.78
2768,123753.695
2769,131084.81
2770,137769.69
2771,108601.23
2772,109589.09
2773,177299.4
2774,141919.77
2775,112257.16
2776,139846.53
2777,141095.2
2778,103464.48
2779,120633.92
2780,84005.805
2781,91095.914
2782,103116.57
2783,102079.805
2784,130779.766
2785,139052.19
2786,71683.336
2787,114707.51
2788,75744.48
2789,179902.8
2790,96588.984
2791,111912.12
2792,51381.062
2793,138229.55
2794,100113.234
2795,119132.78
2796,93855.57
2797,201323.7
2798,111144.51
2799,109409.484
2800,67139.68
2801,107833.91
2802,115395.46
2803,168425.42
2804,126724.92
2805,87957.516
2806,81237.87
2807,159552.19
2808,145713.08
2809,126875.836
2810,122922.91
2811,160577.69
2812,175162.78
2813,158536.27
2814,161735.14
2815,88303.04
2816,223892.03
2817,166323.73
2818,133761.92
2819,189081.58
2820,137891.56
2821,111934.75
2822,193494.83
2823,359642.5
2824,181152.2
2825,142830.03
2826,130162.85
2827,129506.984
2828,219697.5
2829,220979.5
2830,224321.6
2831,171997.77
2832,241062.34
2833,303797.56
2834,223856.16
2835,224818.05
2836,188451.66
2837,155488.28
2838,152285.55
2839,177476.02
2840,202734.61
2841,198576.52
2842,227292.05
2843,147014.97
2844,170432.88
2845,128308.73
2846,204178.22
2847,219406.45
2848,211687.02
2849,195875.2
2850,276095.88
2851,209303.22
2852,232499.36
2853,235917.81
2854,142218.38
2855,200585.48
2856,198179.6
2857,186896.88
2858,207565.3
2859,115370.805
2860,141284.78
2861,117479.695
2862,187202.1
2863,126955.1
2864,240629.6
2865,140295.38
2866,133916.23
2867,104885.85
2868,90148.62
2869,103234.64
2870,122672.766
2871,79537.3
2872,64710.492
2873,98256.76
2874,136101.8
2875,116412.15
2876,166584.7
2877,147207.75
2878,151299.02
2879,130904.68
2880,102265.81
2881,147410.73
2882,170884.67
2883,198740.02
2884,198693.19
2885,182450.47
2886,239124.8
2887,89735.96
2888,139692.44
2889,61880.766
2890,84435.51
2891,134570.19
2892,38728.316
2893,62528.45
2894,50996.188
2895,321406.47
2896,272800.4
2897,201261.11
2898,152164.77
2899,206799.86
2900,163704.38
2901,198700.78
2902,183017.19
2903,313936.53
2904,352075.1
2905,77303.91
2906,196229.53
2907,107252.89
2908,136286.36
2909,157271.03
2910,84369.266
2911,86189.83
2912,146544.9
2913,82647.35
2914,80240.97
2915,86371.43
2916,85544.21
2917,165777.39
2918,119003.57
2919,222672.11
